# CUDA_PROFILE_LOG_VERSION 1.4
# CUDA_PROFILE_CSV 1
# CUDA_DEVICE_NAME 0 GeForce GTX 260
timestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,memTransferSize,memTransferDir,gld_coherent,gst_coherent,local_load,local_store,branch,divergent_branch,instructions,warp_serialize,cta_launched,gld_32b,gld_64b,gld_128b,gst_32b,gst_64b,gst_128b
87418,memcopy,142.752,147,,,,,,,,,,,179200,0
87576,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.736,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5015,0,8,124,0,0,0,366,0
87650,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1064.1,1077,1,128,124,120,1,1,0,108,10,0,,,122909,49590,0,0,26365,1107,279673,0,1984,49963,37537,35409,1743,11526,0
88763,memcopy,142.752,147,,,,,,,,,,,179200,0
88921,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.608,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
88993,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1039.23,1052,1,128,124,120,1,1,0,108,10,0,,,122857,49560,0,0,26385,1110,280101,0,1984,49938,37530,35389,1742,11519,0
90082,memcopy,142.592,149,,,,,,,,,,,179200,0
90242,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5016,0,8,124,0,0,0,366,0
90316,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1029.73,1043,1,128,124,120,1,1,0,108,10,0,,,122674,49492,0,0,26369,1113,279815,0,1984,50005,37276,35393,1740,11503,0
91394,memcopy,145.184,987,,,,,,,,,,,179200,0
92391,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,17.12,935,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
93369,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1035.58,1049,1,128,124,120,1,1,0,108,10,0,,,122727,49538,0,0,26373,1118,279977,0,1984,49948,37394,35385,1739,11515,0
94454,memcopy,145.76,148,,,,,,,,,,,179200,0
94613,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
94686,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1044.7,1057,1,128,124,120,1,1,0,108,10,0,,,122661,49572,0,0,26357,1113,279651,0,1984,50029,37331,35301,1738,11524,0
95780,memcopy,143.04,149,,,,,,,,,,,179200,0
95941,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
96014,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1042.11,1056,1,128,124,120,1,1,0,108,10,0,,,122676,49672,0,0,26357,1101,279651,0,1984,50135,37344,35197,1738,11549,0
97105,memcopy,142.56,150,,,,,,,,,,,179200,0
97267,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.384,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
97339,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1057.06,1071,1,128,124,120,1,1,0,108,10,0,,,122784,49772,0,0,26309,1083,278536,0,1984,50115,37503,35166,1736,11575,0
98445,memcopy,142.688,147,,,,,,,,,,,179200,0
98603,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.8,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
98676,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1057.34,1070,1,128,124,120,1,1,0,108,10,0,,,122857,49798,0,0,26329,1085,278920,0,1984,50255,37419,35183,1737,11581,0
99781,memcopy,142.784,147,,,,,,,,,,,179200,0
99939,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.736,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
100012,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1061.06,1074,1,128,124,120,1,1,0,108,10,0,,,122759,49694,0,0,26365,1101,279675,0,1984,50223,37336,35200,1739,11554,0
101122,memcopy,142.752,150,,,,,,,,,,,179200,0
101283,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.8,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
101355,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1049.02,1062,1,128,124,120,1,1,0,108,10,0,,,122567,49538,0,0,26345,1111,279293,0,1984,49971,37300,35296,1737,11516,0
102453,memcopy,142.784,147,,,,,,,,,,,179200,0
102611,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.576,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
102685,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1021.95,1035,1,128,124,120,1,1,0,108,10,0,,,122653,49496,0,0,26369,1115,279594,0,1984,49921,37383,35349,1738,11505,0
103755,memcopy,142.88,146,,,,,,,,,,,179200,0
103913,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
103985,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1035.49,1049,1,128,124,120,1,1,0,108,10,0,,,122685,49484,0,0,26369,1111,279499,0,1984,49879,37433,35373,1740,11501,0
105073,memcopy,142.816,147,,,,,,,,,,,179200,0
105230,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.608,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
105303,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1031.1,1044,1,128,124,120,1,1,0,108,10,0,,,122733,49514,0,0,26373,1104,279418,0,1984,49964,37368,35401,1741,11508,0
106383,memcopy,142.752,146,,,,,,,,,,,179200,0
106541,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.608,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
106613,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1034.18,1047,1,128,124,120,1,1,0,108,10,0,,,122941,49600,0,0,26409,1109,280079,0,1984,50051,37446,35444,1744,11528,0
107697,memcopy,142.592,150,,,,,,,,,,,179200,0
107857,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5016,0,8,124,0,0,0,366,0
107930,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1057.15,1070,1,128,124,120,1,1,0,108,10,0,,,123072,49636,0,0,26413,1111,280036,0,1984,50005,37539,35528,1746,11536,0
109035,memcopy,142.592,146,,,,,,,,,,,179200,0
109193,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.736,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
109265,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1052.54,1065,1,128,124,120,1,1,0,108,10,0,,,123089,49638,0,0,26413,1114,280044,0,1984,49981,37522,35586,1747,11536,0
110367,memcopy,142.624,150,,,,,,,,,,,179200,0
110527,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5012,0,8,124,0,0,0,366,0
110600,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1038.11,1051,1,128,124,120,1,1,0,108,10,0,,,123407,49736,0,0,26493,1119,281440,0,1984,50120,37655,35632,1752,11558,0
111732,memcopy,142.56,148,,,,,,,,,,,179200,0
111892,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.768,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
111965,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1007.84,1021,1,128,124,120,1,1,0,108,10,0,,,123392,49722,0,0,26493,1118,281393,0,1984,50272,37453,35667,1753,11554,0
113022,memcopy,142.72,148,,,,,,,,,,,179200,0
113181,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.544,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
113255,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1035.68,1055,1,128,124,120,1,1,0,108,10,0,,,123616,49798,0,0,26493,1116,281345,0,1984,50208,37649,35759,1757,11571,0
114383,memcopy,142.624,150,,,,,,,,,,,179200,0
114544,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5027,0,8,124,0,0,0,366,0
114616,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1026.72,1040,1,128,124,120,1,1,0,108,10,0,,,123732,49826,0,0,26534,1118,281442,0,1984,50216,37701,35815,1759,11577,0
115693,memcopy,142.624,147,,,,,,,,,,,179200,0
115851,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3380,0,8,124,0,0,0,366,0
115924,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1054.37,1068,1,128,124,120,1,1,0,108,10,0,,,124092,49932,0,0,26554,1120,281768,0,1984,50540,37647,35905,1764,11601,0
117028,memcopy,142.592,149,,,,,,,,,,,179200,0
117189,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.992,31,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3392,0,8,124,0,0,0,366,0
117262,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1058.66,1088,1,128,124,120,1,1,0,108,10,0,,,124364,50038,0,0,26610,1124,282766,0,1984,50537,37787,36040,1769,11625,0
118418,memcopy,142.4,151,,,,,,,,,,,179200,0
118580,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.896,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3391,0,8,124,0,0,0,366,0
118655,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1052,1065,1,128,124,120,1,1,0,108,10,0,,,124584,50134,0,0,26610,1122,282767,0,1984,50608,37812,36164,1773,11647,0
119757,memcopy,142.4,149,,,,,,,,,,,179200,0
119917,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.736,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3384,0,8,124,0,0,0,366,0
119989,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1024.48,1037,1,128,124,120,1,1,0,108,10,0,,,124584,50118,0,0,26614,1122,282687,0,1984,50541,37883,36160,1773,11643,0
121064,memcopy,142.368,149,,,,,,,,,,,179200,0
121224,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.64,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3389,0,8,124,0,0,0,366,0
121297,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1020.96,1034,1,128,124,120,1,1,0,108,10,0,,,124707,50128,0,0,26630,1124,282965,0,1984,50590,38012,36105,1774,11645,0
122369,memcopy,143.2,1437,,,,,,,,,,,179200,0
123817,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.992,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3380,0,8,124,0,0,0,366,0
123890,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1036.7,1050,1,128,124,120,1,1,0,108,10,0,,,124673,50154,0,0,26646,1124,283287,0,1984,50522,37901,36250,1775,11651,0
124976,memcopy,143.296,149,,,,,,,,,,,179200,0
125137,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3393,0,8,124,0,0,0,366,0
125209,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1035.87,1050,1,128,124,120,1,1,0,108,10,0,,,124833,50176,0,0,26646,1125,283287,0,1984,50781,37845,36207,1776,11656,0
126295,memcopy,142.56,161,,,,,,,,,,,179200,0
126468,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3378,0,8,124,0,0,0,366,0
126542,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1036,1049,1,128,124,120,1,1,0,108,10,0,,,124852,50202,0,0,26662,1125,283612,0,1984,50649,37927,36276,1777,11662,0
127626,memcopy,145.408,987,,,,,,,,,,,179200,0
128624,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,17.088,935,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3392,0,8,124,0,0,0,366,0
129602,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1019.78,1033,1,128,124,120,1,1,0,108,10,0,,,125002,50254,0,0,26662,1125,283565,0,1984,50655,38032,36315,1779,11674,0
130671,memcopy,145.728,149,,,,,,,,,,,179200,0
130832,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.32,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3374,0,8,124,0,0,0,366,0
130904,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1012.42,1026,1,128,124,120,1,1,0,108,10,0,,,125160,50298,0,0,26678,1124,283839,0,1984,50770,38039,36351,1781,11684,0
131965,memcopy,143.008,148,,,,,,,,,,,179200,0
133293,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.736,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3390,0,8,124,0,0,0,366,0
133369,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1029.06,1042,1,128,124,120,1,1,0,108,10,0,,,125145,50294,0,0,26694,1123,284172,0,1984,50885,37868,36392,1781,11683,0
134448,memcopy,142.784,147,,,,,,,,,,,179200,0
134605,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.8,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3378,0,8,124,0,0,0,366,0
134678,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1016.19,1029,1,128,124,120,1,1,0,108,10,0,,,124998,50226,0,0,26634,1122,282922,0,1984,50606,38027,36365,1779,11667,0
135746,memcopy,142.848,147,,,,,,,,,,,179200,0
135905,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3385,0,8,124,0,0,0,366,0
135977,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1022.14,1035,1,128,124,120,1,1,0,108,10,0,,,124771,50120,0,0,26634,1126,282969,0,1984,50633,37840,36298,1776,11642,0
137048,memcopy,142.72,149,,,,,,,,,,,179200,0
137209,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3374,0,8,124,0,0,0,366,0
137281,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1015.74,1029,1,128,124,120,1,1,0,108,10,0,,,124633,50048,0,0,26630,1128,282959,0,1984,50503,37844,36286,1774,11625,0
138346,memcopy,142.496,151,,,,,,,,,,,179200,0
138507,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.64,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3398,0,8,124,0,0,0,366,0
138579,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1010.46,1024,1,128,124,120,1,1,0,108,10,0,,,124568,50022,0,0,26590,1123,282139,0,1984,50522,37809,36237,1773,11619,0
139639,memcopy,142.624,148,,,,,,,,,,,179200,0
139798,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3378,0,8,124,0,0,0,366,0
139871,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1009.38,1022,1,128,124,120,1,1,0,108,10,0,,,124594,50014,0,0,26606,1129,282563,0,1984,50503,37882,36209,1773,11617,0
140929,memcopy,142.784,147,,,,,,,,,,,179200,0
141087,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.608,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3393,0,8,124,0,0,0,366,0
141159,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1014.91,1027,1,128,124,120,1,1,0,108,10,0,,,124513,49996,0,0,26598,1127,282537,0,1984,50589,37709,36215,1772,11613,0
142222,memcopy,142.688,148,,,,,,,,,,,179200,0
142380,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3372,0,8,124,0,0,0,366,0
142452,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1014.78,1027,1,128,124,120,1,1,0,108,10,0,,,124580,50022,0,0,26594,1131,282573,0,1984,50511,37827,36242,1773,11619,0
143516,memcopy,142.656,147,,,,,,,,,,,179200,0
143675,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.736,29,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3394,0,8,124,0,0,0,366,0
143747,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1008.35,1021,1,128,124,120,1,1,0,108,10,0,,,124638,50044,0,0,26626,1128,283269,0,1984,50606,37779,36253,1774,11624,0
144805,memcopy,142.56,150,,,,,,,,,,,179200,0
144966,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3417,0,8,124,0,0,0,366,0
145038,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1007.84,1021,1,128,124,120,1,1,0,108,10,0,,,124547,50010,0,0,26586,1130,282454,0,1984,50504,37786,36257,1773,11616,0
146095,memcopy,142.432,150,,,,,,,,,,,179200,0
146256,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3399,0,8,124,0,0,0,366,0
146329,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1040.77,1054,1,128,124,120,1,1,0,108,10,0,,,124618,50052,0,0,26602,1130,282826,0,1984,50554,37810,36254,1774,11626,0
147419,memcopy,142.432,150,,,,,,,,,,,179200,0
147580,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3374,0,8,124,0,0,0,366,0
147654,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1026.5,1039,1,128,124,120,1,1,0,108,10,0,,,124634,50040,0,0,26598,1128,282862,0,1984,50533,37848,36253,1774,11623,0
148730,memcopy,142.464,151,,,,,,,,,,,179200,0
148891,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,224,16,3382,0,8,124,0,0,0,366,0
148964,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1018.34,1031,1,128,124,120,1,1,0,108,10,0,,,124791,50108,0,0,26610,1129,283222,0,1984,50651,37871,36269,1776,11639,0
150031,memcopy,142.688,147,,,,,,,,,,,179200,0
150189,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.8,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5020,0,8,124,0,0,0,366,0
150261,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1011.55,1025,1,128,124,120,1,1,0,108,10,0,,,124982,50190,0,0,26565,1122,283032,0,1984,50701,37931,36350,1779,11658,0
151322,memcopy,142.656,150,,,,,,,,,,,179200,0
151482,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5018,0,8,124,0,0,0,366,0
151554,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1013.31,1026,1,128,124,120,1,1,0,108,10,0,,,125370,50370,0,0,26557,1120,283008,0,1984,50777,38153,36440,1785,11700,0
152617,memcopy,142.432,159,,,,,,,,,,,179200,0
152786,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.544,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5015,0,8,124,0,0,0,366,0
152859,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1018.75,1032,1,128,124,120,1,1,0,108,10,0,,,125208,50310,0,0,26557,1121,283056,0,1984,50932,37882,36394,1783,11686,0
153926,memcopy,142.432,150,,,,,,,,,,,179200,0
154087,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
154159,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1031.62,1044,1,128,124,120,1,1,0,108,10,0,,,125131,50276,0,0,26577,1126,283578,0,1984,50714,38098,36319,1782,11678,0
155240,memcopy,142.464,150,,,,,,,,,,,179200,0
155400,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.8,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
155473,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1017.18,1030,1,128,124,120,1,1,0,108,10,0,,,124968,50228,0,0,26557,1126,283242,0,1984,50724,37887,36357,1780,11667,0
156539,memcopy,142.432,152,,,,,,,,,,,179200,0
156701,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.64,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5016,0,8,124,0,0,0,366,0
156773,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1021.44,1035,1,128,124,120,1,1,0,108,10,0,,,125042,50236,0,0,26557,1125,283194,0,1984,50817,37964,36261,1780,11669,0
157843,memcopy,142.4,150,,,,,,,,,,,179200,0
158004,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.64,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
158076,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1021.66,1035,1,128,124,120,1,1,0,108,10,0,,,124827,50160,0,0,26537,1123,282811,0,1984,50619,37964,36244,1778,11651,0
159147,memcopy,142.56,150,,,,,,,,,,,179200,0
159308,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.832,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
159379,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1014.88,1028,1,128,124,120,1,1,0,108,10,0,,,124726,50118,0,0,26537,1126,282812,0,1984,50507,37986,36233,1777,11641,0
160451,memcopy,142.784,147,,,,,,,,,,,179200,0
160611,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,76,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5020,0,8,124,0,0,0,366,0
160733,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1020.35,1034,1,128,124,120,1,1,0,108,10,0,,,124751,50092,0,0,26537,1127,282908,0,1984,50671,37977,36103,1776,11635,0
161812,memcopy,142.816,149,,,,,,,,,,,179200,0
161975,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.704,30,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
162051,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1026.24,2016,1,128,124,120,1,1,0,108,10,0,,,124690,50096,0,0,26537,1127,282906,0,1984,50440,38108,36142,1776,11636,0
164110,memcopy,143.84,613,,,,,,,,,,,179200,0
164737,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.992,33,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5011,0,8,124,0,0,0,366,0
164819,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1015.81,1029,1,128,124,120,1,1,0,108,10,0,,,124524,50078,0,0,26537,1130,282999,0,1984,50108,38193,36223,1775,11632,0
165894,memcopy,143.808,2001,,,,,,,,,,,179200,0
167932,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.64,38,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5010,0,8,124,0,0,0,366,0
168064,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1023.2,1039,1,128,124,120,1,1,0,108,10,0,,,124678,50074,0,0,26537,1129,283000,0,1984,50260,38263,36155,1775,11631,0
169166,memcopy,142.592,196,,,,,,,,,,,179200,0
169393,_Z19fdk_ts_back1_kernelPfS_iiiffffffPKhhffiiiffffPKff,16.672,32,1,8,8,16,16,1,0,132,13,0,,,124,1464,0,0,336,24,5015,0,8,124,0,0,0,366,0
169492,_Z21fdk_ts_back1_kernel_2PfS_iiiffPKhhiiffPKf,1021.12,1036,1,128,124,120,1,1,0,108,10,0,,,124397,50016,0,0,26537,1133,283049,0,1984,50700,37618,36079,1772,11618,0
